domain,post_id,text
kyterg_msk,60171,"Собака напуганная без адресника , но с ошейником . Пытается попасть в подъезд .
м. Коньково 
Никто не терял ?
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60168,"🆘🆘🆘🆘В Барыбино уже больше 10 дней бродит вот такой мальчик, молодой таксеныш, 2-3 года, кастрирован. Хозяин так и не отозвался. Может кто знает, чей? Собаку придержали до субботы. Дальше улица. Погибнет.😢 Ищем старого или нового хозяина. 🙏🙏🙏+7 (916) 178-76-22 Надежда.

 

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60164,"Замечена такса, станция Шереметьевская, в 11:55, придержать не могу, у самого собаки
Матвеев Евгений ( )

 

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60161,"⚠️ Замечен(а) собака хаски

📍 город Старая Купавна, район Кутузово/Михалёво
3 декабря в 11 утра

На соседский участок забрался хаски, придержать не удалось – выбежал с другой стороны под забором. Ошейника не видно.

Если мы не ошибаемся и это тот самый пёс, то в мае месяце видели его на реке около стадиона Труд.

👤️ 89522721249 писать в телеграм

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60159,"⚠️ Найден(а) кот

📍 г Раменское, ул Михалевича
01.12.2025

окрас кремовый, пушистый

👤️ +79057895528

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60151,"Здравствуйте! Потерялась собака! Жизни нет без неё!!!! Собака РЭЛ девочка, зовут Аля, 6 лет!!! Убежала 30.11.25 из леса в - Наро-фоминском районе около д. Григорово, есть чип, на лапках крап, собака в красном ошейнике.+79031470249 Дмитрий
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60136,"⚠️ Замечен(а) кошка/кот

📍 Проспект Буденного 39к3 ВАО Москва район соколиная гора
1 декабря 2025г. в 18:30 – 19:00

Рыжий кот или кошка, с пятнышками светлыми бежевыми, кончик хвоста светлый, лапки тоже светленькие, интересные узоры на нём, глаза янтарная, нос розовый, очень ласков и напуган, ещё он кашлял или пытался что-то выплюнуть, может и простуда уже. Испугали собачники он убежал не смогла его найти, но успела его чуть-чуть накормить мягким кормом

👤️ Мария 89099821077

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60134,"⚠️ Замечен(а) собака

📍 Мытищи
02.12.25.

Немецкая овчарка

👤️  

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60119,"УБЕЖАЛА СОБАКА БУФФИ! 📢
ОДИНЦОВО, НЕМЧИНОВКА, ГОРКИ-10

Последний сигнал 27.11.25

Очень быстро перемещается

⚠️ ПУГЛИВЫЙ! ДОБРЫЙ!
⚠️ НЕ ПЫТАЙТЕСЬ ЛОВИТЬ ИЛИ ДОГНАТЬ! 

Если увидите,  СРАЗУ ПОЗВОНИТЕ🙏 

Постарайтесь сделать ФОТО/ВИДЕО

89168551950
89263161878
89963205611
(КРУГЛОСУТОЧНО)

Чат поиска в Telegram:
  

💰 ВОЗНАГРАЖДЕНИЕ💰
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60099,"Восток Москвы Новогиреево. В одно место приходит есть вот такой кот или кошка не известно. На вид упитанный , видно был домашним, но уже приболел подцепил, наверное, какую-то инфекцию , отхаркивается. Звонить 9164768987
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60088,"Голицыно, ул. Советская 
Найдена собака

Собака молодая девочка, с ошейником и карабином. В Голицыно на улице Советской сейчас чуть под машину не попала.
Завели домой к себе. Долго держать не можем,  своя собака девочка с ума сходит,  бросается в драку.
Телефон для связи: +7903-108-16-87 ,  +7939-853-95-01

 

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60086,"⚠️ Замечен(а) собака

📍 Москва, Ломоносовский район, улица Строителей
02/12/2025

Во дворе дома 11 к 1 на улице Строителей замечена собака рыже-коричневая, кудрявая, среднего размера (лабрадудль, голдендудль?). В черном ошейнике. Пол не знаю. Спокойно подошла понюхаться с моей. Поняла, что без хозяина, только когда она отбежала.

👤️ тг: VickyZ1

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60082,"Замечена собака, кобель, МО Домодедово г.о.              д. Данилово, в ошейнике, пугливый 

8 916 227 37 66

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60078,"Убежала собака! В г. Ногинске, с. Богослово. Если увидите, попробуйте придержать🙏или хотя бы сообщите где видели его. Зовут Мишаня, кобель. Звоните по номеру +79011229518
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60069,"- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60064,"⚠️ Найден(а) кошка кот

📍 Проспект Буденного 39 корпус 3
Сегодня 19:00

Найден кот или кошка рыжего красивого окраса явно домашний

👤️ 89099821077 Мария

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60057,"Москва замечена собака
 
🟥маршрут Т1, м. Тульская-Метрогородок 
01.12.25
Тульская в 16.30 
Эта же собака ехала в Трамвае Т1 , периодически встает на каждой остановке и обнюхивает. Скорей всего доедет до конечной, об этом попросил водитель, чтобы ее не выгоняли в случаи чего. 
@Nell_2222 
 
Ранее была замечена в Таганском районе: 
По разговорам приехала на трамвае из ЮАО Чертаново
 

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60047,"Достаточно миниатюрная кошка, похожа на подростка, зовут Шиша, очень ласковая кошечка, зелёные глаза, тройной окрас (черный, рыжий, немного белого), может прихрамывать на правую переднюю лапу. Потеря была обнаружена в первой половине дня. Начали поиски в 13 часов.

Адрес пропажи г Москва Сыромятнический проезд 8к2 
Телефон для связи 8-981-696-31-21 Анастасия
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
kyterg_msk,60039,"⚠️ Замечен(а) собака

📍 Подрезково, Кирилловка
01.12.25

Сейчас бегает, взрослый пес. Контактный.

👤️ Источник:  

 
 
- - -

Поищите и добавьте в бесплатной базе
https://ru.kyterg.com/~VKPostToWeb

Бесплатное приложение iOS с картой пропавших и найденных собак, кошек.
https://ru.kyterg.com/~VKPostToIOS

Наш Телеграм БОТ для поиска потеряшек
https://ru.kyterg.com/~vkPostToTgBot

Москва и МО - потеряшки - группа создана для поиска пропавших и найденных животных в Москве и Московкой области

#потеряласьсобака #найденасобака #потеряласященок #найденщенок
#потеряласькошка #найденакошка #потерялсякот #найденкот #потерялсякотенок #найденкотенок

#Москва #МСК #МО #МосковскаяОбласть #МосковскаяОбласть #Балашиха #Химки #Подольск #Мытищи
#Люберцы #Коломна #Одинцово #Серпухов #ОреховоЗуево #Красногорск #СергиевПосад #Щёлково #Пушкино
#Ногинск #Раменское #Домодедово #Воскресенск #Долгопрудный #Реутов #Клин #Лобня #Дубна
#НароФоминск #ПавловскийПосад #Дмитров #Чехов #Ивантеевка #Видное #Фрязино #Лыткарино #Солнечногорск
#Кашира #Краснознаменск #Истра #Котельники #Можайск #ЛикиноДулёво #Луховицы #Красноармейск #Волоколамск
#Электрогорск #СтараяКупавна #Куровское #Бронницы #Пущино #Звенигород"
